SYMBOL,SCINAME,ALEPTH_IND,ANERB_TOLR_CD,BLOAT_POT_CD,BLOOM_PRD_CD,CACO3_TOLR_CD,C_N_RATIO_CD,XMAS_TREE_SUIT_IND,COLD_STRAT_IND,COPPICE_POT_IND,DRGHT_TOLR_CD,FALL_CSPC_IND,FERT_RQMT_CD,FIRE_RESIST_IND,FIRE_TOLR_CD,FLWR_COLOR_CD,FLWR_CSPC_IND,FODDR_SUIT_IND,FOLG_COLOR_CD,FOLG_PRSTY_SUMR_CD,FOLG_PRSTY_WNTR_CD,FOLG_TXT_CD,FROST_FREE_DAY_MIN,FROST_FREE_DAY_MIN_RNG,FRUT_BODY_SUIT_IND,FRUT_SEED_ABUND_CD,FRUT_SEED_COLOR_CD,FRUT_SEED_CSPC_IND,FRUT_SEED_END_CD,FRUT_SEED_PRST_IND,FRUT_SEED_START_CD,FUEL_WOOD_SUIT_CD,GRAS_LOW_GRW_IND,GRWTH_FORM_CD,GRWTH_HABIT_CD,GRWTH_PRD_ACTV_CD,GRWTH_RATE_CD,HEDG_TOLR_CD,HT_AT_MTRTY,HT_AT_MTRTY_RNG,HT_MAX_BASE_AGE,HT_MAX_BASE_AGE_RNG,LEAF_RETNT_IND,LFSPN_CD,LMBR_SUIT_IND,MOIST_USE_CD,NAVL_STOR_SUIT_IND,N_FIX_POT_CD,NURS_STK_SUIT_IND,PALAT_HUMAN_IND,PALAT_ANIML_BRS_CD,PALAT_ANIML_GRZ_CD,PLNT_CLTVR_SEL_IND,PLNT_DEN_HIGH,PLNT_DEN_HIGH_RNG,PLNT_DEN_LOW,PLNT_DEN_LOW_RNG,PLYWD_VNR_SUIT_IND,POST_SUIT_IND,PRECIP_TOLR_MAX,PRECIP_TOLR_MAX_RNG,PRECIP_TOLR_MIN,PRECIP_TOLR_MIN_RNG,PRPG_BARE_ROOT_IND,PRPG_BULB_IND,PRPG_CORM_IND,PRPG_CUT_IND,PRPG_SEED_IND,PRPG_SOD_IND,PRPG_SPRIG_IND,PRPG_TUBR_IND,PRPG_CTNR_IND,PROTEIN_POT_CD,PLPWD_SUIT_IND,RGRWTH_RATE_CD,RSPRT_ABLE_IND,ROOT_DPTH_MIN,ROOT_DPTH_MIN_RNG,SLIN_TOLR_CD,SEED_SPRD_RATE_CD,SEEDLING_VGOR_CD,SEED_PER_LB,SEED_PER_LB_RNG,SHADE_TOLR_CD,SM_GRAIN_IND,SOIL_ADP_C_TXT_IND,SOIL_ADP_F_TXT_IND,SOIL_ADP_M_TXT_IND,SOIL_PH_TOLR_MAX,SOIL_PH_TOLR_MAX_RNG,SOIL_PH_TOLR_MIN,SOIL_PH_TOLR_MIN_RNG,TEMP_TOLR_MIN,TEMP_TOLR_MIN_RNG,TOX_CD,VEG_SPRD_RATE_CD,VS_COMM_AVAIL,Carbon_Sequestration_Tier
BRBI2,Bromus biebersteinii,No,Low,None,Late Spring,Low,Medium,No,No,No,Medium,No,High,No,High,Yellow,No,Yes,Green,Dense,Porous,Medium,95,82,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Bunch,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Moderate,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,30,30,14,10,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,14,12,Low,Moderate,High,86875,10,Intolerant,No,Yes,Yes,Yes,8.4,8.3,5.6,5.5,-38,-42,None,Slow,Routinely Available,Minimal
BRBR5,Bromus briziformis,No,None,None,Late Spring,Medium,Medium,No,No,No,Medium,Yes,Medium,No,Low,Yellow,No,No,Green,Moderate,Porous,Medium,85,82,No,Medium,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Rapid,None,1.6,1,,,No,,No,Low,No,None,No,No,Low,Low,,,,,,No,No,45,40,12,10,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,8,6,None,Slow,High,145000,100000,Intolerant,No,Yes,No,Yes,7.2,7.1,5.3,5.3,47,43,None,None,No Known Source,Minimal
BRCA5,Bromus carinatus,No,None,Low,Early Spring,Medium,Low,No,No,No,Medium,No,Low,No,Low,Yellow,No,Yes,Green,Dense,Porous,Coarse,150,142,No,High,Brown,No,Spring,No,Spring,,No,Erect,Bunch,Spring and Summer,Rapid,None,4,4,,,No,Short,No,Low,No,None,No,No,High,High,,,,,,No,No,20,20,8,8,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,8,6,Medium,Rapid,High,106680,100000,Intolerant,No,Yes,No,Yes,8,7.9,5.5,5.5,17,13,None,None,Routinely Available,Minimal
BRCA5,Bromus carinatus,No,None,None,Spring,Low,High,No,No,No,Low,No,Medium,No,None,Yellow,No,Yes,Green,Moderate,Porous,Coarse,140,127,No,High,Brown,No,Summer,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,2.5,2,,,No,Short,No,Medium,No,None,No,No,High,High,,,,,,No,No,20,20,14,10,No,No,No,No,Yes,No,No,No,No,Medium,No,,No,8,6,Medium,Moderate,High,106680,100000,Intolerant,No,Yes,No,Yes,8,7.9,6,5.9,2,-2,None,None,Routinely Available,Minimal
BRCA6,Bromus catharticus,No,None,None,Early Spring,High,Low,No,No,No,Low,No,High,No,Low,Yellow,No,Yes,Green,Dense,Moderate,Medium,80,67,No,High,Brown,No,Spring,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,3,3,,,No,Short,No,High,No,None,No,No,Low,High,,,,,,No,No,60,60,33,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,12,12,Low,Rapid,High,51680,10,Intolerant,No,Yes,No,Yes,7.2,7.1,5.5,5.5,7,3,None,None,Routinely Available,Minimal
BRCA6,Bromus catharticus,No,None,None,Early Spring,High,Low,No,No,No,Low,No,High,No,Low,Yellow,No,Yes,Green,Dense,Porous,Fine,80,67,No,High,Brown,No,Spring,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,3,3,,,No,Short,No,High,No,None,No,No,Low,High,,,,,,No,No,28,25,18,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,12,12,Medium,Rapid,High,51680,10,Intolerant,No,Yes,No,Yes,8,7.9,5.5,5.5,7,3,None,None,Routinely Available,Minimal
BRCA6,Bromus catharticus,No,None,None,Early Spring,High,Low,No,No,No,Low,No,High,No,Low,Yellow,No,Yes,Green,Dense,Porous,Medium,80,67,No,High,Brown,No,Spring,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,3,3,,,No,Short,No,High,No,None,No,No,Low,High,,,,,,No,No,28,25,18,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Rapid,High,51680,10,Intolerant,No,Yes,No,Yes,8,7.9,5.5,5.5,7,3,None,None,Routinely Available,Minimal
BRCI2,Bromus ciliatus,No,Low,None,Spring,Medium,Medium,No,No,No,Low,No,Low,No,Medium,Yellow,No,Yes,Green,Moderate,Porous,Fine,175,172,No,Medium,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Moderate,None,4,4,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,40,40,12,10,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,16,15,Low,Slow,Medium,236000,200000,Tolerant,No,Yes,Yes,No,7.5,7.5,5.5,5.5,-3,-7,None,None,Routinely Available,Minimal
BRHOH,Bromus hordeaceus ssp. hordeaceus,No,None,None,Mid Spring,High,Low,No,No,No,High,No,Low,No,High,Yellow,No,Yes,Green,Moderate,Porous,Medium,90,82,No,High,Brown,No,Summer,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,2,2,,,No,,No,Medium,No,None,No,No,High,High,,,,,,No,No,20,20,12,10,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,10,9,Medium,Rapid,High,251840,200000,Intermediate,No,Yes,Yes,Yes,8,7.9,5.5,5.5,17,13,None,None,Routinely Available,Minimal
BRHOH,Bromus hordeaceus ssp. hordeaceus,No,None,None,Mid Spring,Medium,Low,No,No,No,Medium,No,Low,No,None,Brown,No,Yes,Green,Porous,Porous,Fine,90,82,No,High,Brown,No,Summer,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,2,2,,,No,,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,22,20,14,10,No,No,No,No,Yes,No,No,No,No,Medium,No,,No,10,9,Medium,Rapid,High,251840,200000,Intolerant,No,Yes,Yes,Yes,8,7.9,5.5,5.5,7,3,None,None,Contracting Only,Minimal
BRIN2,Bromus inermis,No,Low,None,Early Spring,Medium,Medium,No,No,No,Medium,No,High,No,High,Yellow,No,Yes,Green,Porous,Porous,Medium,120,112,No,High,Brown,No,Summer,No,Spring,,Yes,Semi-Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4.5,4,,,No,Long,No,Medium,No,None,No,No,Low,High,,,,,,No,No,60,60,24,20,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,Low,142880,100000,Intolerant,No,No,Yes,Yes,7.5,7.5,5.5,5.5,-38,-42,None,Moderate,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Early Summer,High,Medium,No,No,No,Low,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,90,82,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,3.5,3,,,No,Short,No,Medium,No,None,No,No,Low,High,,,,,,No,No,55,50,24,20,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,Medium,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-43,-47,None,Moderate,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Early Summer,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,120,112,No,Medium,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,55,50,28,25,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-38,-42,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Low,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,90,82,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,50,50,30,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,Medium,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-38,-42,None,Moderate,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,90,82,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,55,50,35,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,Medium,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-38,-42,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,120,112,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,55,50,32,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-38,-42,None,Moderate,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,120,112,No,Medium,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,50,50,18,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-38,-42,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Dense,Porous,Coarse,120,112,No,Medium,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,55,50,32,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-38,-42,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Moderate,Porous,Coarse,120,112,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,45,40,30,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-33,-37,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,High,Medium,No,No,No,Medium,No,High,No,Medium,Yellow,No,Yes,Green,Moderate,Porous,Coarse,120,112,No,Medium,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,4,4,,,No,Long,No,High,No,None,No,No,Low,High,,,,,,No,No,45,40,30,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-43,-47,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,Low,Medium,No,No,No,Medium,No,High,No,High,Yellow,No,Yes,Green,Moderate,Porous,Fine,90,82,No,High,Brown,No,Summer,No,Summer,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Moderate,None,2.5,2,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,60,60,18,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-43,-47,None,Rapid,Routinely Available,Minimal
BRIN2,Bromus inermis,No,Low,None,Late Spring,Medium,Low,No,No,No,Low,No,High,No,Medium,,No,Yes,Dark Green,Moderate,Porous,Fine,90,82,No,High,Brown,No,Summer,No,Spring,,Yes,Erect,Rhizomatous,"Spring, Summer, Fall",Rapid,None,2.5,2,,,No,Long,No,Medium,No,None,No,No,Medium,High,,,,,,No,No,40,40,18,15,No,No,No,No,Yes,No,No,No,No,Medium,No,Moderate,No,12,12,Medium,Slow,High,142880,100000,Intolerant,No,No,Yes,Yes,8,7.9,5.5,5.5,-43,-47,None,Rapid,Routinely Available,Minimal
BRJU,Brassica juncea,No,None,None,Early Spring,None,Low,No,No,No,Low,Yes,Medium,No,None,Yellow,Yes,Yes,Dark Green,Dense,Porous,Coarse,130,127,No,High,Black,No,Summer,No,Summer,,No,Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,4,4,,,No,Short,No,Medium,No,None,No,Yes,Medium,Medium,,,,,,No,No,80,60,30,30,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,6,6,None,Moderate,High,283040,200000,Intolerant,No,No,Yes,Yes,7.2,7.1,6,5.9,17,13,None,None,Contracting Only,Minimal
BRKA2,Bromus kalmii,No,Low,None,Early Summer,Medium,Medium,No,No,No,Medium,No,Low,No,High,Yellow,No,No,Green,Moderate,Porous,Fine,85,82,No,Medium,Brown,No,Summer,No,Summer,,No,Erect,Bunch,Spring and Summer,Rapid,None,3,3,,,No,Moderate,No,Low,No,None,No,No,Low,Low,,,,,,No,No,55,50,32,30,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,8,6,None,Slow,Medium,145000,100000,Tolerant,No,Yes,No,Yes,7,6.9,5.7,5.7,-33,-37,None,None,No Known Source,Minimal
BRMA,Briza maxima,No,None,None,Spring,Medium,Medium,No,No,No,Medium,Yes,Low,Yes,Medium,,No,Yes,Green,Porous,Porous,Fine,90,82,No,Medium,Brown,Yes,Spring,Yes,Spring,,No,Erect,Multiple Stem,"Fall, Winter and Spring",Rapid,None,2,2,,,No,,No,Medium,No,None,No,No,Low,High,,,,,,No,No,40,40,12,10,No,No,No,No,Yes,No,No,No,No,Medium,No,,No,10,9,Low,Moderate,High,80000,10,Intolerant,No,No,Yes,Yes,7,6.9,5.8,5.7,47,43,None,None,No Known Source,Minimal
BRMA4,Bromus marginatus,No,None,None,Spring,Medium,Medium,No,No,No,Medium,No,Low,No,Low,Yellow,No,Yes,Green,Moderate,Porous,Coarse,150,142,No,High,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Rapid,None,4,4,,,No,Short,No,High,No,None,No,No,Medium,High,,,,,,No,No,20,20,10,10,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,20,18,High,Slow,High,64080,10,Intolerant,No,Yes,No,Yes,8,7.9,5.5,5.5,-28,-32,None,None,Routinely Available,Minimal
BRMA4,Bromus marginatus,No,None,None,Spring,Medium,Medium,No,No,No,Medium,No,Low,No,Low,Yellow,No,Yes,Green,Moderate,Porous,Medium,150,142,No,High,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Rapid,None,4,4,,,No,Short,No,High,No,None,No,No,Medium,High,,,,,,No,No,20,20,10,10,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,12,12,High,Slow,High,64080,10,Intolerant,No,Yes,No,Yes,8,7.9,5.5,5.5,-28,-32,None,None,Routinely Available,Minimal
BRNA,Brassica napus,No,None,None,Early Spring,None,Low,No,No,No,Low,Yes,Medium,No,None,Yellow,Yes,Yes,Dark Green,Dense,Dense,Coarse,130,127,No,High,Black,No,Summer,No,Summer,,No,Erect,Single Crown,"Fall, Winter and Spring",Rapid,None,4,4,,,No,,No,Medium,No,None,No,Yes,Medium,Medium,,,,,,No,No,80,60,40,40,No,No,No,No,Yes,No,No,No,No,Medium,No,Slow,No,6,6,None,Moderate,High,156960,100000,Intolerant,No,No,Yes,Yes,7.2,7.1,6,5.9,17,13,None,None,Contracting Only,Minimal
BRPI4,Bromelia pinguin,No,None,None,Summer,Medium,Medium,No,No,No,Medium,Yes,Medium,No,None,Red,Yes,No,Green,Moderate,Porous,Coarse,360,352,No,High,Yellow,Yes,Fall,Yes,Summer,,No,Erect,Rhizomatous,Summer,Moderate,None,4,4,,,No,Short,No,Low,No,None,Yes,Yes,Medium,Low,,2560,2500,640,550,No,No,79,60,33,30,No,No,No,Yes,Yes,No,No,No,Yes,Low,No,,No,12,12,Low,,Medium,,,Tolerant,No,Yes,Yes,Yes,6.5,6.5,4.5,4.5,28,28,Slight,Rapid,Routinely Available,Minimal
BRRA,Brassica rapa,No,None,None,Late Spring,High,Medium,No,No,No,Low,No,High,No,Low,,No,Yes,Green,Dense,Porous,Coarse,125,112,No,High,Brown,No,Summer,No,Summer,,No,Erect,Single Crown,"Spring, Summer, Fall",Rapid,None,3,3,,,No,,No,High,No,None,No,Yes,High,High,,,,,,No,No,55,50,35,30,No,No,No,No,Yes,No,No,No,No,High,No,Moderate,No,12,12,Medium,Moderate,High,192800,100000,Intermediate,No,Yes,Yes,Yes,8,7.9,5,4.9,-13,-17,None,None,Routinely Available,Minimal
BRRU2,Bromus rubens,No,None,None,Early Spring,Medium,Low,No,No,No,High,No,Low,No,None,,No,Yes,Green,Porous,Porous,Fine,130,127,No,High,Brown,No,Summer,No,Spring,,No,Erect,Bunch,"Fall, Winter and Spring",Rapid,None,1.2,1,,,No,,No,Low,No,None,No,No,Low,Low,,,,,,No,No,22,20,5,5,No,No,No,No,Yes,No,No,No,No,Low,No,,No,8,6,Medium,Rapid,Medium,268000,200000,Intolerant,No,Yes,Yes,Yes,8.2,8.1,6.5,6.5,17,13,None,None,Routinely Available,Minimal
BRRU2,Bromus rubens,No,None,None,Early Spring,Medium,Medium,No,No,No,High,No,Low,No,None,Yellow,No,Yes,Green,Porous,Porous,Medium,65,52,No,High,Brown,Yes,Spring,No,Spring,,No,Decumbent,Bunch,"Fall, Winter and Spring",Rapid,None,1.3,1,,,No,,No,Low,No,None,No,No,Low,Low,,,,,,No,No,16,15,5,5,No,No,No,No,Yes,No,No,No,No,Low,No,,No,8,6,Medium,Rapid,High,200000,200000,Intolerant,No,Yes,Yes,Yes,8.2,8.1,6,5.9,22,18,None,None,Routinely Available,Minimal
BRSI,Bromus sitchensis,No,None,None,Late Spring,Low,Medium,No,No,No,Medium,No,Medium,No,High,Yellow,No,No,Green,Moderate,Porous,Medium,150,142,No,Medium,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Moderate,None,5,4,,,No,Long,No,Low,No,None,No,No,Low,Low,,,,,,No,No,60,60,36,30,No,No,No,No,Yes,No,No,No,No,Low,No,Moderate,No,10,9,None,Slow,Medium,71000,10,Tolerant,No,No,No,Yes,7.2,7.1,5.6,5.5,-18,-22,None,None,Contracting Only,Minimal
BRVU,Bromus vulgaris,No,None,None,Late Spring,Medium,Low,No,No,No,High,No,Low,No,Medium,Yellow,No,Yes,Green,Porous,Porous,Medium,100,97,No,Medium,Brown,No,Summer,No,Spring,,Yes,Decumbent,Rhizomatous,Summer,Moderate,None,1,1,,,No,Moderate,No,Low,No,None,No,No,Medium,High,,,,,,No,No,20,20,11,10,No,No,No,No,Yes,No,No,No,No,Low,No,Slow,No,8,6,Low,Moderate,High,122086,100000,Tolerant,No,Yes,No,Yes,7.9,7.9,5.4,5.3,-23,-27,None,Slow,Contracting Only,Minimal
BUBU,Bucida buceras,No,Low,None,Spring,Medium,,No,No,No,High,No,Medium,No,,Yellow,No,No,Green,Dense,Dense,Fine,365,352,No,,Black,No,Fall,No,Summer,Medium,No,Oval,,"Fall, Winter and Spring",Rapid,Low,50,40,75,60,Yes,,Yes,,No,None,Yes,No,Low,Low,,640,500,320,300,No,Yes,200,60,50,50,Yes,No,No,Yes,Yes,No,No,No,No,,No,,No,36,36,Medium,,,186730,100000,Tolerant,No,Yes,Yes,Yes,8,7.9,4,3.9,32,28,Moderate,,Routinely Available,Minimal
BUSI,Bursera simaruba,No,Low,None,Spring,Medium,,No,No,No,High,No,Medium,No,,Green,Yes,No,Green,Dense,Moderate,Medium,365,352,Yes,,Red,No,Summer,Yes,Summer,Medium,No,Rounded,,Spring,Rapid,Low,40,40,60,60,No,,No,,No,None,No,No,,,,640,500,320,300,No,Yes,,,,,No,No,No,Yes,Yes,No,No,No,No,,No,,Yes,36,36,Medium,,,,,Tolerant,No,Yes,Yes,Yes,7,6.9,6,5.9,40,38,,,,Minimal
CAAB5,Carex abscondita,No,High,None,Late Spring,Medium,Medium,No,No,No,Low,No,Medium,No,High,Green,No,No,Green,Porous,Porous,Fine,165,157,No,Low,Brown,No,Summer,No,Spring,,No,Erect,Bunch,Spring and Summer,Slow,None,0.7,0,,,No,Long,No,High,No,None,No,No,Low,Low,,4800,4500,2700,1800,No,No,55,50,36,30,Yes,No,No,No,Yes,No,Yes,No,No,Low,No,Slow,No,6,6,None,Slow,Low,,,Tolerant,No,No,Yes,Yes,6.8,6.7,4.8,4.7,-3,-7,None,None,Routinely Available,Low
CAAL5,Carex albolutescens,No,Medium,None,Spring,Medium,,No,No,No,Low,No,Medium,Yes,Medium,Green,No,No,Green,Porous,Porous,Fine,120,112,No,Medium,Yellow,No,Fall,No,Spring,,No,Erect,Bunch,Spring,Moderate,None,3.9,3,,,No,Long,No,Medium,No,None,No,No,,Medium,,19000,19000,10912,5000,No,No,65,60,16,15,No,No,No,No,Yes,No,Yes,No,No,,No,Slow,No,16,15,None,Rapid,Medium,,,Intermediate,No,No,Yes,Yes,7.8,7.7,4.3,4.3,-38,-42,None,None,Routinely Available,Low
CAAM13,Capparis amplissima,No,,None,,,,No,No,No,,Yes,,No,,White,No,No,Gray-Green,,,Coarse,365,352,No,,Green,No,,No,,Low,No,Erect,Thicket Forming,,,Low,10,10,20,20,No,Short,No,,No,None,No,No,,,,640,500,320,300,No,Yes,55,50,30,30,No,No,No,No,Yes,No,No,No,No,,No,,No,36,36,,,,,,,No,No,No,No,8.5,8.5,6,5.9,40,38,,,,Minimal
CAAM18,Campanulastrum americanum,No,Medium,None,Summer,Medium,High,No,No,No,Low,No,Medium,No,None,Blue,Yes,No,Green,Porous,Porous,Medium,160,157,No,Low,Brown,No,Fall,No,Summer,,No,Erect,Single Crown,"Spring, Summer, Fall",Rapid,None,6,6,,,No,,No,Medium,No,None,No,No,,,,11000,10500,4800,4000,No,No,60,60,30,30,No,No,No,No,Yes,No,No,No,Yes,,No,Slow,No,8,6,None,Slow,Medium,700000,500000,Tolerant,No,Yes,Yes,Yes,7.5,7.5,5.5,5.5,52,48,None,None,Contracting Only,Minimal
CAAM2,Callicarpa americana,No,None,None,Early Summer,Medium,High,No,No,No,High,Yes,Low,No,High,Blue,Yes,No,Green,Dense,Moderate,Medium,175,172,No,High,Purple,Yes,Fall,Yes,Summer,,No,Erect,Multiple Stem,Spring and Summer,Moderate,Medium,6,6,6,6,No,Moderate,No,Low,No,None,Yes,No,High,Low,,2700,2500,1200,800,No,No,60,60,35,30,Yes,No,No,No,Yes,No,No,No,Yes,Low,No,,Yes,14,12,None,Slow,Medium,85000,10,Intermediate,No,Yes,Yes,Yes,7,6.9,4.8,4.7,-8,-12,None,None,Routinely Available,Minimal
CAAM2,Callicarpa americana,No,None,None,Early Summer,Medium,High,No,No,No,Low,Yes,High,No,Medium,White,Yes,No,Green,Dense,Moderate,Medium,200,187,No,High,Purple,Yes,Fall,Yes,Summer,,No,Semi-Erect,Multiple Stem,Spring and Summer,Moderate,Medium,9,6,9,6,No,Moderate,No,High,No,None,Yes,No,Medium,Low,,4800,4500,2700,1800,No,No,60,60,30,30,Yes,No,No,Yes,Yes,No,No,No,Yes,Low,No,,Yes,16,15,None,Slow,Medium,85000,10,Tolerant,No,Yes,Yes,Yes,7.2,7.1,5.8,5.7,2,-2,None,None,Routinely Available,Minimal
CAAM8,Carex amphibola,No,Medium,None,Late Spring,Medium,Medium,No,No,No,Low,No,High,No,High,Green,No,No,Green,Moderate,Porous,Medium,165,157,No,Low,Brown,No,Summer,No,Summer,,No,Semi-Erect,Bunch,Spring and Summer,Moderate,None,2,2,,,No,Long,No,Medium,No,None,No,No,Low,Low,,4800,4500,2700,1800,No,No,55,50,28,25,Yes,No,No,No,Yes,No,Yes,No,No,Low,No,Slow,No,8,6,None,Slow,Low,,,Tolerant,No,No,Yes,Yes,7,6.9,5.9,5.9,-3,-7,None,None,No Known Source,Low
